id,created_at,updated_at,deleted_at,user_id,amount,status,bukti_tf_url,fundraising_id
16,2024-06-08 19:33:48.384,,,51,900000,sukses,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717792272/btf.25_cpb3xs.jpg,10
17,2024-06-08 19:33:48.384,,,52,2000000,sukses,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717792275/btf.1_gg4hgf.jpg,6
18,2024-06-08 19:33:48.384,,,53,400000,sukses,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717792273/btf.12_tw6pau.jpg,11
19,2024-06-08 19:33:48.384,,,54,30000,sukses,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717792272/btf.19_n9t3to.jpg,7
20,2024-06-08 19:33:48.384,,,55,2400000,sukses,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717792271/btf.30_brdprq.jpg,28
21,2024-06-08 19:33:48.384,,,56,100000,sukses,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717792275/btf.3_yzed1k.jpg,6
22,2024-06-08 19:33:48.384,,,58,100000,sukses,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717792275/btf.3_yzed1k.jpg,24
23,2024-06-08 19:33:48.384,,,59,250000,sukses,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717792275/btf.4_z3vwxy.jpg,6
24,2024-06-08 19:33:48.384,,,60,20000,sukses,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717792273/btf.16_faprnb.jpg,13
25,2024-06-08 19:33:48.384,,,61,500000,sukses,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717792274/btf.7_rjmhgq.jpg,24
26,2024-06-08 19:33:48.384,,,62,4000000,sukses,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717792273/btf.15_fu0uek.jpg,7
27,2024-06-08 19:33:48.384,,,63,67000,sukses,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717792275/btf.37_b1iwia.jpg,19
28,2024-06-08 19:33:48.384,,,64,600000,sukses,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717792274/btf.8_k2bzp0.jpg,27
29,2024-06-08 19:33:48.384,,,65,2400000,sukses,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717792271/btf.30_brdprq.jpg,9
30,2024-06-08 19:33:48.384,,,66,100000,sukses,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717792275/btf.3_yzed1k.jpg,14
31,2024-06-08 19:33:48.384,,,67,150000,sukses,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717792272/btf.20_r9ulxq.jpg,6
32,2024-06-08 19:33:48.384,,,68,500000,sukses,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717792274/btf.7_rjmhgq.jpg,27
33,2024-06-08 19:33:48.384,,,69,15000000,sukses,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717792273/btf.14_bkpwce.jpg,11
34,2024-06-08 19:33:48.384,,,70,550000,sukses,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717792271/btf.31_mltih7.jpg,13
35,2024-06-08 19:33:48.384,,,71,20000,sukses,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717792273/btf.16_faprnb.jpg,6
36,2024-06-08 19:33:48.384,,,72,67000,sukses,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717792275/btf.37_b1iwia.jpg,22
37,2024-06-08 19:33:48.384,,,73,900000,sukses,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717792272/btf.25_cpb3xs.jpg,21
38,2024-06-08 19:33:48.384,,,74,550000,sukses,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717792271/btf.31_mltih7.jpg,11
39,2024-06-08 19:33:48.384,,,75,750000,sukses,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717792271/btf.28_w635v7.jpg,13
40,2024-06-08 19:33:48.384,,,76,600000,sukses,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717792274/btf.8_k2bzp0.jpg,7
41,2024-06-08 19:33:48.384,,,77,3500000,sukses,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717792272/btf.26_sw4sny.jpg,13
42,2024-06-08 19:33:48.384,,,78,150000,sukses,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717792272/btf.20_r9ulxq.jpg,19
43,2024-06-08 19:33:48.384,,,79,20000,sukses,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717792273/btf.16_faprnb.jpg,22
44,2024-06-08 19:33:48.384,,,80,70000,sukses,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717792273/btf.13_wldfji.jpg,6
45,2024-06-08 19:33:48.384,,,81,4000000,sukses,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717792273/btf.15_fu0uek.jpg,17
46,2024-06-08 19:33:48.384,,,82,625000,sukses,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717792274/btf.6_aofcfr.jpg,12
47,2024-06-08 19:33:48.384,,,83,2000000,sukses,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717792275/btf.1_gg4hgf.jpg,7
48,2024-06-08 19:33:48.384,,,84,1600000,sukses,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717792271/btf.27_cq7hjr.jpg,9
49,2024-06-08 19:33:48.384,,,85,700000,sukses,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717792272/btf.24_gxcnfn.jpg,21
50,2024-06-08 19:33:48.384,,,86,790000,sukses,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717792272/btf.22_mnbrqd.jpg,13
51,2024-06-08 19:33:48.384,,,55,625000,sukses,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717792274/btf.6_aofcfr.jpg,27
52,2024-06-08 19:33:48.384,,,60,100000,sukses,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717792275/btf.3_yzed1k.jpg,15
53,2024-06-08 19:33:48.384,,,60,2500000,sukses,"https://res.cloudinary.com/dvrhf8d9t/image/upload/e_improve,w_300,h_600,c_thumb,g_auto/v1717792274/btf.11_rvvtq4.jpg",10
54,2024-06-08 19:33:48.384,,,67,30000,sukses,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717792272/btf.19_n9t3to.jpg,13
55,2024-06-08 19:33:48.384,,,85,600000,sukses,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717792274/btf.8_k2bzp0.jpg,12
56,2024-06-08 19:33:48.384,,,54,70000,sukses,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717792273/btf.13_wldfji.jpg,25
57,2024-06-08 19:33:48.384,,,66,250000,sukses,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717792275/btf.4_z3vwxy.jpg,15
58,2024-06-08 19:33:48.384,,,67,400000,sukses,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717792273/btf.12_tw6pau.jpg,13
59,2024-06-08 19:33:48.384,,,68,60000,sukses,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717792275/btf.5_zrchpi.jpg,17
60,2024-06-08 19:33:48.384,,,70,2000000,sukses,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717792275/btf.1_gg4hgf.jpg,8
61,2024-06-08 19:33:48.384,,,73,81000,sukses,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717792273/btf.17_z3mqoc.jpg,25
62,2024-06-08 19:33:48.384,,,71,5000000,sukses,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717792275/btf.2_kgz9ea.jpg,13
63,2024-06-08 19:33:48.384,,,77,300000,sukses,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717792274/btf.9_rspvxq.jpg,7
64,2024-06-08 19:33:48.384,,,67,70000,sukses,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717792273/btf.13_wldfji.jpg,19
65,2024-06-08 19:33:48.384,,,56,70000,sukses,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717792273/btf.13_wldfji.jpg,24
66,2024-06-08 19:33:48.384,,,77,150000,sukses,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717792272/btf.20_r9ulxq.jpg,12
67,2024-06-08 19:33:48.384,,,54,60000,sukses,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717792275/btf.5_zrchpi.jpg,15
68,2024-06-08 19:33:48.384,,,66,8800000,sukses,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717792275/btf.34_boq5sk.jpg,25
69,2024-06-08 19:33:48.384,,,67,60000,sukses,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717792275/btf.5_zrchpi.jpg,12
70,2024-06-08 19:33:48.384,,,68,300000,sukses,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717792274/btf.9_rspvxq.jpg,15
71,2024-06-08 19:33:48.384,,,80,90000,sukses,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717792272/btf.18_ltbrjp.jpg,9
72,2024-06-08 19:33:48.384,,,70,67000,sukses,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717792275/btf.37_b1iwia.jpg,14
73,2024-06-08 19:33:48.384,,,61,7000000,sukses,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717792276/btf.33_xsckmj.jpg,11
74,2024-06-08 19:33:48.384,,,85,357000,sukses,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717792271/btf.29_tptpmh.jpg,22
75,2024-06-08 19:33:48.384,,,55,2000000,sukses,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717792275/btf.1_gg4hgf.jpg,13
76,2024-06-08 19:33:48.384,,,75,500000,sukses,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717792274/btf.7_rjmhgq.jpg,9
77,2024-06-08 19:33:48.384,,,60,60000,sukses,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717792275/btf.5_zrchpi.jpg,22
78,2024-06-08 19:33:48.384,,,73,67000,sukses,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717792275/btf.37_b1iwia.jpg,11
79,2024-06-08 19:33:48.384,,,55,7000000,sukses,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717792276/btf.33_xsckmj.jpg,18
80,2024-06-08 19:33:48.384,,,80,100000,sukses,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717792275/btf.3_yzed1k.jpg,21
81,2024-06-08 19:33:48.384,,,55,67000,sukses,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717792275/btf.37_b1iwia.jpg,12
82,2024-06-08 19:33:48.384,,,80,60000,sukses,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717792275/btf.5_zrchpi.jpg,19
83,2024-06-08 19:33:48.384,,,83,13500000,sukses,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717792274/btf.10_t5prvw.jpg,20
84,2024-06-08 19:33:48.384,,,73,600000,sukses,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717792274/btf.8_k2bzp0.jpg,14
85,2024-06-08 19:33:48.384,,,71,70000,sukses,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717792273/btf.13_wldfji.jpg,15
86,2024-06-08 19:33:48.384,,,77,15000,sukses,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717792275/btf.35_lrypgl.jpg,18
87,2024-06-08 19:33:48.384,,,67,220000,sukses,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717792273/btf.16_faprnb.jpg,21
